25	33	6.5	2.2	0.010	8.9	36.9	0.000
25	37	122.9	-20.8	0.000	122.6	-0.2	0.932
25	38	29.0	-7.7	0.005	29.1	0.2	0.956
25	45	1.9	-0.1	0.004			
14	4	45.9	6.4	0.015	54.3	8.4	0.010
14	6	10.9	2.5	0.019	11.9	1.0	0.046
14	5	0.4	0.8	0.004	0.8	0.4	0.128
14	7	287.5	6.2	0.082	303.9	16.4	0.001
14	8	99.2	4.3	0.022	117.6	18.4	0.000
14	14	196.4	7.1	0.010	209.0	12.6	0.001
14	15	161.9	3.7	0.042	175.5	13.6	0.000
14	17	159.5	-1.4	0.192	148.2	-11.3	0.000
14	9	112.5	-6.5	0.042	94.2	-18.3	0.000
14	16	11.8	-1.4	0.582	6.5	-45.2	0.006
14	11	9.0	0.4	0.572	5.1	-43.2	0.003
14	13	3.4	-0.7	0.498	2.9	-0.5	0.07
14	12	3.4	0.4	0.300	0.7	-79.6	0.072
14	23	64.5	-8.1	0.063	64.1	-0.6	0.945
14	24	157.6	6.6	0.008	159.6	1.2	0.297
14	25	224.3	-1.2	0.684	202.4	-0.5	0.940
14	26	9.0	0.4	0.052	8.9	-0.5	0.906
14	27	23.0	-1.7	0.213	22.4	-2.4	0.765
14	28	39.8	1.8	0.179	39.6	-0.5	0.939
14	29	7.3	0.5	0.230	7.7	5.8	0.511
14	30	3.0	0.4	0.189	2.9	-3.9	0.775
14	31	0.8	-0.1	0.464	0.8	0.9	0.978
14	33	1.1	0.0	0.923	1.7	50.7	0.010
14	37	27.3	-5.9	0.013	26.1	-4.4	0.208
14	38	5.0	-2.5	0.000	4.6	-7.5	0.385
14	45	2.0	-0.1	0.003			
3	4	56.6	7.1	0.002	60.8	4.2	0.018
3	6	15.0	1.7	0.014	16.8	1.8	0.007
3	5	0.8	0.5	0.009	1.7	0.9	0.003
3	7	279.9	7.6	0.110	293.8	13.9	0.004
3	8	111.4	7.3	0.001	127.3	15.9	0.000
3	14	201.2	10.5	0.009	214.8	13.6	0.000
3	15	167.9	6.6	0.009	181.2	13.3	0.000
3	17	159.6	-1.6	0.165	147.0	-12.6	0.000
3	9	116.4	-5.3	0.113	100.7	-15.8	0.002
3	16	9.7	-2.3	0.483	4.0	-58.9	0.000
3	11	8.5	1.1	0.307	3.3	-60.9	0.000
3	13	3.1	-0.4	0.706	3.0	-0.1	0.642
3	12	3.0	0.3	0.387	1.8	-41.1	0.528
3	23	59.4	4.6	0.355	62.9	5.9	0.532
3	24	135.2	12.1	0.001	135.3	0.1	0.940
3	25	203.4	-8.2	0.047	209.8	-6.5	0.299
3	26	10.4	1.4	0.002	11.2	7.6	0.235
3	27	21.9	-0.3	0.797	24.4	11.6	0.251
3	28	45.9	6.2	0.000	50.6	10.2	0.035
3	29	8.4	1.2	0.002	10.2	21.6	0.052
3	30	2.7	0.8	0.002	3.1	11.8	0.539
3	31	1.2	0.1	0.746	1.0	-16.6	0.672
3	33	2.1	0.6	0.172	2.9	36.9	0.000
3	37	21.0	-6.0	0.015	19.9	-5.1	0.109
3	38	4.8	-0.3	0.668	5.0	4.3	0.631
3	45	1.9	-0.2	0.000			
17	4	79.1	6.4	0.027	93.0	13.9	0.005
17	6	27.1	3.2	0.015	30.2	3.1	0.089
17	5	5.8	3.5	0.001	9.1	3.2	0.012
17	7	281.1	6.7	0.062	297.0	15.9	0.000
17	8	129.5	2.3	0.224	148.1	18.6	0.000
17	14	201.2	7.2	0.012	218.9	17.7	0.000
17	15	176.5	4.3	0.027	190.0	13.5	0.000
17	17	157.4	-0.7	0.409	143.9	-13.5	0.000
17	9	113.0	-7.1	0.031	92.3	-20.7	0.000
17	16	12.7	-1.9	0.428	5.8	-54.4	0.002
17	11	12.3	0.3	0.767	6.2	-49.6	0.000
17	13	3.0	-0.4	0.635	2.1	-0.9	0.048
17	12	4.0	0.1	0.788	0.4	-89.2	0.007
17	23	62.7	-3.8	0.430	64.0	2.0	0.849
17	24	124.8	15.7	0.000	124.2	-0.5	0.822
17	25	233.7	-10.2	0.006	236.4	1.1	0.823
17	26	8.2	1.6	0.000	8.6	5.2	0.507
17	27	29.4	-1.8	0.324	31.9	8.5	0.279
17	28	40.4	4.8	0.002	43.6	8.0	0.201
17	29	6.8	0.7	0.077	6.3	-7.1	0.470
17	30	2.7	0.3	0.193	2.7	-2.6	0.876
17	31	0.9	0.0	0.797	0.8	-13.0	0.724
17	33	15.5	5.4	0.016	21.3	37.6	0.005
17	37	54.8	-2.3	0.430	52.3	-4.6	0.089
17	38	8.4	-3.6	0.005	8.7	3.4	0.672
17	45	2.2	-0.1	0.015			
18	4	74.8	8.4	0.004	86.7	11.9	0.017
18	6	25.6	3.5	0.006	29.2	3.6	0.098
18	5	9.4	5.3	0.001	12.7	3.2	0.024
18	7	276.0	9.1	0.012	294.1	18.1	0.000
18	8	126.4	2.8	0.154	140.1	13.7	0.000
18	14	203.0	6.3	0.016	220.0	17.0	0.000
18	15	173.8	4.0	0.052	186.6	12.8	0.000
18	17	159.8	-1.0	0.157	146.1	-13.7	0.000
18	9	118.2	-8.1	0.012	96.4	-21.8	0.000
18	16	14.7	-1.8	0.436	8.1	-44.8	0.002
18	11	13.1	0.1	0.966	8.8	-32.8	0.004
18	13	2.7	-0.2	0.771	1.0	-1.7	0.008
18	12	4.2	0.2	0.612	0.9	-78.0	0.004
18	23	64.6	-6.3	0.187	81.5	26.2	0.047
18	24	131.1	12.6	0.000	130.6	-0.4	0.877
18	25	230.8	-9.7	0.009	232.5	0.7	0.878
18	26	8.9	1.1	0.003	9.6	8.4	0.294
18	27	29.2	-1.8	0.258	29.9	2.4	0.809
18	28	42.8	4.2	0.014	45.9	7.3	0.217
18	29	7.4	1.0	0.050	8.5	14.9	0.078
18	30	2.8	0.1	0.569	3.2	11.9	0.414
18	31	0.8	-0.1	0.627	1.2	43.1	0.326
18	33	19.8	6.4	0.025	25.3	27.5	0.017
18	37	81.6	-31.2	0.000	77.8	-4.6	0.092
18	38	9.5	-6.4	0.000	9.7	2.3	0.702
18	45	2.3	-0.2	0.004			
5	4	47.2	8.2	0.001	53.1	5.9	0.010
5	6	12.0	2.5	0.008	13.3	1.2	0.030
5	5	0.6	0.7	0.011	1.1	0.5	0.071
5	7	280.6	6.1	0.108	296.8	16.2	0.001
5	8	102.7	4.8	0.019	116.3	13.6	0.000
5	14	198.9	7.9	0.004	211.6	12.7	0.000
5	15	162.5	3.3	0.065	176.0	13.5	0.000
5	17	163.3	-1.2	0.201	150.4	-12.9	0.000
5	9	120.0	-6.5	0.044	102.4	-17.6	0.001
5	16	12.4	-1.8	0.453	5.7	-54.0	0.001
5	11	9.7	0.4	0.276	5.2	-46.7	0.001
5	13	3.7	-1.1	0.370	2.9	-0.8	0.121
5	12	3.7	0.3	0.419	1.4	-60.8	0.139
5	23	57.3	-2.1	0.580	63.6	10.9	0.334
5	24	160.8	10.6	0.000	161.8	0.6	0.627
5	25	201.6	-8.0	0.009	195.2	-3.2	0.628
5	26	10.6	1.1	0.012	10.8	2.1	0.759
5	27	20.1	-0.8	0.512	22.5	11.9	0.212
5	28	44.2	0.6	0.615	45.8	3.5	0.495
5	29	7.6	0.0	0.959	7.6	-0.4	0.967
5	30	3.3	-0.1	0.594	3.2	-2.4	0.863
5	31	0.8	-0.3	0.164	1.1	33.7	0.373
5	33	1.0	0.3	0.213	1.6	60.4	0.010
5	37	18.1	-12.7	0.000	17.4	-3.7	0.271
5	38	2.4	-2.6	0.000	2.2	-7.5	0.366
5	45	2.0	-0.2	0.000			
19	4	49.7	6.7	0.003	54.4	4.7	0.013
19	6	12.4	0.5	0.383	13.9	1.5	0.020
19	5	1.0	0.5	0.002	1.6	0.6	0.001
19	7	285.4	4.6	0.061	296.6	11.2	0.008
19	8	92.0	6.3	0.001	108.8	16.8	0.000
19	14	197.5	6.4	0.005	209.7	12.2	0.000
19	15	159.3	5.0	0.001	174.2	14.9	0.000
19	17	157.6	-2.8	0.032	143.7	-13.9	0.000
19	9	117.0	-5.6	0.024	103.9	-13.1	0.003
19	16	9.3	-1.9	0.209	5.4	-42.2	0.005
19	11	11.1	0.2	0.461	6.9	-37.5	0.002
19	13	2.0	-0.6	0.298	1.6	-0.4	0.056
19	12	4.3	0.0	0.898	1.6	-63.7	0.086
19	23	73.8	0.8	0.806	80.2	8.8	0.162
19	24	173.2	11.2	0.002	173.2	0.0	0.983
19	25	188.6	-8.7	0.015	188.9	0.2	0.983
19	26	13.0	2.1	0.017	13.2	1.7	0.754
19	27	20.7	-0.8	0.476	19.7	-4.8	0.624
19	28	90.5	5.6	0.045	89.6	-1.0	0.786
19	29	18.2	1.3	0.099	18.8	3.1	0.637
19	30	8.3	0.6	0.222	10.6	26.6	0.054
19	31	2.1	0.2	0.475	2.8	31.8	0.225
19	33	1.0	0.3	0.213	1.6	61.7	0.013
19	37	112.0	-2.6	0.646	109.0	-2.7	0.288
19	38	59.3	9.2	0.022	54.2	-8.7	0.223
19	45	1.7	-0.1	0.021			
22	4	87.6	5.9	0.019	100.5	12.9	0.005
22	6	36.1	2.8	0.018	40.2	4.1	0.102
22	5	12.3	5.4	0.001	17.6	5.3	0.003
22	7	293.1	8.5	0.010	306.8	13.7	0.000
22	8	134.0	3.1	0.080	150.9	16.9	0.000
22	14	206.0	7.9	0.005	225.3	19.3	0.000
22	15	180.1	4.4	0.021	194.3	14.2	0.000
22	17	153.0	-1.5	0.119	136.3	-16.7	0.000
22	9	103.9	-7.1	0.034	84.6	-19.3	0.000
22	16	8.8	-4.1	0.148	3.7	-58.1	0.002
22	11	10.5	0.3	0.727	5.1	-51.5	0.000
22	13	1.9	0.1	0.932	1.2	-0.7	0.026
22	12	3.4	0.4	0.222	0.2	-93.6	0.002
22	23	64.3	-2.1	0.588	66.9	4.0	0.664
22	24	120.4	11.9	0.000	119.2	-1.0	0.661
22	25	241.2	-8.4	0.014	245.8	1.9	0.662
22	26	8.0	1.1	0.002	8.1	1.0	0.878
22	27	34.4	1.2	0.512	37.4	8.7	0.227
22	28	39.8	4.4	0.024	43.7	9.9	0.117
22	29	6.7	0.7	0.166	8.0	19.7	0.061
22	30	2.9	0.1	0.719	3.6	25.6	0.170
22	31	1.0	0.0	0.869	1.0	4.6	0.910
22	33	14.6	4.8	0.016	18.6	27.9	0.005
22	37	78.7	-18.4	0.000	76.1	-3.2	0.211
22	38	37.2	-11.7	0.000	36.2	-2.8	0.609
22	45	2.0	-0.1	0.135			
15	4	31.6	5.7	0.001	37.1	5.5	0.018
15	6	7.3	1.1	0.006	8.4	1.0	0.047
15	5	0.2	0.1	0.120	0.6	0.4	0.004
15	7	273.1	9.1	0.039	284.9	11.8	0.006
15	8	77.3	8.5	0.000	92.6	15.3	0.000
15	14	187.2	8.3	0.016	200.0	12.8	0.000
15	15	144.5	7.3	0.002	159.7	15.2	0.000
15	17	159.5	-0.8	0.497	145.7	-13.8	0.000
15	9	130.2	-4.7	0.057	115.6	-14.6	0.002
15	16	13.4	-2.4	0.398	8.4	-37.4	0.003
15	11	11.3	0.6	0.399	7.1	-36.5	0.001
15	13	3.0	-0.3	0.627	2.0	-1.0	0.005
15	12	4.9	0.1	0.841	1.8	-63.1	0.012
15	23	72.5	12.4	0.003	74.2	2.3	0.770
15	24	168.2	15.5	0.000	168.2	0.0	0.988
15	25	192.6	-11.4	0.004	187.3	-2.7	0.656
15	26	11.5	1.3	0.025	11.8	1.9	0.747
15	27	17.8	-0.3	0.790	16.3	-8.3	0.371
15	28	87.6	14.3	0.000	87.6	-0.1	0.986
15	29	14.7	2.2	0.017	14.2	-3.3	0.684
15	30	7.4	2.3	0.003	9.5	29.6	0.123
15	31	1.9	0.6	0.013	2.6	38.9	0.278
15	33	0.7	0.2	0.505	1.1	48.7	0.018
15	37	114.2	-10.0	0.074	110.1	-3.6	0.289
15	38	55.9	-4.0	0.410	54.0	-3.4	0.475
15	45	2.2	-0.2	0.002			
6	4	56.7	9.2	0.001	64.5	7.8	0.008
6	6	15.5	3.5	0.004	17.4	1.9	0.009
6	5	2.5	2.2	0.004	3.5	1.1	0.011
6	7	280.8	6.0	0.097	297.5	16.7	0.001
6	8	114.5	3.3	0.086	128.2	13.7	0.000
6	14	201.1	7.5	0.010	215.0	13.9	0.000
6	15	168.1	3.6	0.047	181.5	13.4	0.000
6	17	161.2	-0.9	0.340	148.7	-12.5	0.000
6	9	116.0	-6.2	0.050	96.7	-19.3	0.000
6	16	13.3	-4.0	0.260	6.3	-53.1	0.002
6	11	10.3	0.5	0.627	6.0	-41.7	0.004
6	13	3.4	-1.1	0.348	2.5	-0.9	0.05
6	12	4.4	0.2	0.692	1.2	-71.8	0.040
6	23	68.5	1.0	0.817	72.9	6.4	0.476
6	24	145.7	11.0	0.000	146.0	0.2	0.895
6	25	216.0	-7.2	0.014	214.2	-0.8	0.895
6	26	9.0	0.9	0.002	10.0	11.2	0.086
6	27	23.2	-0.3	0.763	25.5	10.1	0.251
6	28	43.3	2.4	0.029	43.3	-0.1	0.986
6	29	7.4	0.2	0.655	7.7	4.1	0.654
6	30	3.2	0.7	0.001	3.6	13.2	0.187
6	31	1.0	-0.1	0.464	1.2	29.3	0.405
6	33	3.8	2.2	0.007	5.9	53.4	0.008
6	37	36.3	-12.1	0.000	34.7	-4.6	0.170
6	38	2.9	-1.8	0.000	2.9	0.0	0.999
6	45	2.0	-0.1	0.002			
16	4	69.7	8.9	0.004	84.2	14.5	0.001
16	6	20.3	2.8	0.032	23.4	3.2	0.022
16	5	3.5	2.9	0.001	5.1	1.6	0.032
16	7	280.7	7.1	0.043	296.7	16.0	0.000
16	8	123.2	2.5	0.134	139.6	16.4	0.000
16	14	203.7	7.9	0.007	219.7	16.0	0.000
16	15	173.6	3.8	0.052	186.5	12.9	0.000
16	17	158.1	-0.8	0.436	145.9	-12.2	0.000
16	9	115.7	-7.7	0.013	94.3	-21.4	0.000
16	16	12.3	-4.8	0.168	6.2	-49.6	0.004
16	11	11.1	0.1	0.470	6.2	-44.0	0.002
16	13	2.8	-0.5	0.612	1.9	-0.9	0.039
16	12	3.4	0.0	0.972	0.6	-83.4	0.025
16	23	70.8	5.7	0.253	66.7	-5.7	0.566
16	24	122.9	10.9	0.001	121.6	-1.0	0.571
16	25	238.3	-7.2	0.037	245.9	3.2	0.572
16	26	7.6	0.8	0.005	8.0	5.5	0.474
16	27	27.7	-1.0	0.331	29.9	7.9	0.305
16	28	39.9	3.9	0.007	39.9	0.0	0.999
16	29	7.6	0.7	0.105	7.0	-8.1	0.334
16	30	3.4	0.3	0.332	2.8	-17.2	0.200
16	31	1.0	0.1	0.720	0.9	-14.7	0.631
16	33	10.5	3.3	0.074	15.7	49.6	0.001
16	37	17.0	-8.1	0.000	16.7	-1.8	0.528
16	38	1.3	-1.2	0.000	1.3	-1.0	0.921
16	45	2.0	-0.1	0.010			
13	4	79.7	5.8	0.060	91.8	12.1	0.009
13	6	23.9	2.9	0.015	26.4	2.6	0.147
13	5	4.5	2.4	0.008	6.8	2.3	0.047
13	7	280.7	8.9	0.019	301.0	20.3	0.000
13	8	122.2	2.1	0.299	137.9	15.7	0.000
13	14	201.0	6.0	0.020	216.3	15.3	0.000
13	15	170.9	3.4	0.131	182.6	11.7	0.000
13	17	162.5	-0.5	0.472	149.0	-13.5	0.000
13	9	126.9	-5.6	0.054	103.8	-23.1	0.000
13	16	20.0	-6.6	0.072	12.8	-36.2	0.005
13	11	15.4	0.5	0.397	11.1	-27.6	0.011
13	13	6.6	-0.2	0.898	4.0	-2.6	0.005
13	12	7.6	0.5	0.240	3.3	-56.5	0.014
13	23	52.8	0.3	0.954	57.8	9.6	0.251
13	24	131.0	13.4	0.000	131.2	0.1	0.947
13	25	231.5	-10.8	0.002	230.7	-0.3	0.947
13	26	8.6	1.4	0.000	8.6	-0.4	0.939
13	27	27.4	-0.8	0.674	28.5	3.8	0.710
13	28	39.6	2.2	0.125	41.2	4.1	0.468
13	29	6.8	0.2	0.611	7.4	8.9	0.255
13	30	2.3	0.3	0.387	2.6	13.2	0.313
13	31	0.5	0.1	0.332	0.6	18.4	0.492
13	33	17.2	6.0	0.022	23.0	33.5	0.009
13	37	53.3	-23.6	0.000	50.3	-5.6	0.060
13	38	10.7	-11.8	0.000	9.4	-11.8	0.078
13	45	2.2	-0.1	0.005			
7	4	40.3	6.5	0.002	45.3	5.0	0.012
7	6	9.3	1.1	0.026	10.3	1.0	0.033
7	5	0.3	0.3	0.001	0.9	0.6	0.003
7	7	286.9	8.4	0.067	298.5	11.6	0.007
7	8	90.8	8.4	0.000	104.3	13.5	0.000
7	14	195.5	10.6	0.007	208.3	12.8	0.000
7	15	158.7	6.5	0.007	172.2	13.5	0.000
7	17	156.9	-2.2	0.088	144.0	-12.9	0.000
7	9	115.4	-4.7	0.103	100.9	-14.5	0.002
7	16	9.5	-2.8	0.338	5.1	-46.2	0.002
7	11	9.6	1.0	0.389	6.1	-36.8	0.003
7	13	3.6	-0.6	0.500	3.3	-0.3	0.106
7	12	6.4	0.2	0.547	2.2	-65.6	0.137
7	23	67.4	4.3	0.214	66.0	-2.1	0.785
7	24	170.2	12.6	0.000	171.1	0.6	0.653
7	25	190.9	-8.5	0.022	185.2	-2.9	0.654
7	26	11.8	1.5	0.004	12.9	9.3	0.224
7	27	20.4	0.1	0.899	19.7	-3.4	0.744
7	28	67.1	5.3	0.003	69.2	3.0	0.490
7	29	10.4	1.3	0.018	10.1	-2.4	0.713
7	30	4.3	0.6	0.039	5.1	17.2	0.275
7	31	1.3	0.3	0.156	1.4	4.0	0.893
7	33	0.5	0.0	0.886	0.7	52.1	0.012
7	37	54.5	-4.9	0.074	52.9	-2.9	0.386
7	38	8.7	-3.0	0.014	8.1	-7.2	0.167
7	45	1.9	-0.2	0.000			
23	4	86.8	7.4	0.009	103.2	16.4	0.000
23	6	31.5	2.7	0.050	36.4	4.9	0.015
23	5	7.9	4.6	0.001	12.7	4.8	0.001
23	7	298.0	6.3	0.047	309.9	11.9	0.001
23	8	135.8	2.3	0.189	154.5	18.7	0.000
23	14	206.7	9.2	0.001	224.0	17.3	0.000
23	15	182.3	5.2	0.007	196.2	13.9	0.000
23	17	149.7	-2.2	0.086	134.4	-15.3	0.000
23	9	63.4	-5.4	0.115	45.8	-17.6	0.000
23	16	7.7	-3.6	0.239	3.3	-56.8	0.004
23	11	8.6	1.2	0.626	4.3	-50.2	0.001
23	13	1.4	0.1	0.840	1.3	-0.1	0.071
23	12	1.8	0.2	0.506	0.3	-80.5	0.078
23	23	61.5	5.2	0.191	62.0	0.9	0.930
23	24	118.0	14.5	0.000	116.3	-1.4	0.475
23	25	243.4	-11.1	0.002	251.2	3.2	0.476
23	26	7.2	1.1	0.003	7.4	2.5	0.725
23	27	28.2	-2.7	0.021	28.1	-0.1	0.988
23	28	37.2	2.0	0.188	38.2	2.7	0.680
23	29	6.8	0.5	0.237	6.7	-1.0	0.904
23	30	2.8	0.7	0.003	2.7	-3.3	0.857
23	31	0.9	0.4	0.009	0.8	-9.0	0.827
23	33	15.6	6.5	0.006	22.1	41.9	0.000
23	37	54.9	-14.1	0.000	54.0	-1.5	0.593
23	38	2.7	-0.2	0.575	2.9	8.2	0.253
23	45	2.0	0.0	0.296			
21	4	82.0	10.3	0.000	100.0	18.0	0.000
21	6	30.3	2.5	0.053	35.8	5.4	0.026
21	5	12.8	6.1	0.000	18.6	5.9	0.000
21	7	305.2	7.6	0.041	315.9	10.7	0.000
21	8	135.8	5.1	0.008	150.0	14.2	0.000
21	14	207.8	10.7	0.002	222.7	14.9	0.000
21	15	184.7	6.9	0.018	199.2	14.5	0.000
21	17	143.1	-3.3	0.049	129.3	-13.8	0.000
21	9	90.4	-7.4	0.014	74.9	-15.5	0.000
21	16	4.9	-2.2	0.351	1.7	-64.3	0.001
21	11	7.5	0.1	0.710	3.5	-52.7	0.001
21	13	0.6	0.1	0.653	0.5	-0.1	0.241
21	12	1.6	0.2	0.354	0.7	-55.1	0.458
21	23	75.3	5.8	0.281	80.5	6.8	0.484
21	24	105.1	10.8	0.002	103.2	-1.8	0.341
21	25	243.4	-11.1	0.002	252.2	3.6	0.344
21	26	6.9	0.7	0.034	7.3	6.0	0.467
21	27	35.4	0.5	0.723	37.3	5.3	0.450
21	28	35.5	2.4	0.113	35.8	0.9	0.897
21	29	7.1	0.6	0.143	6.5	-8.7	0.290
21	30	3.3	0.6	0.007	3.4	1.6	0.913
21	31	1.3	0.2	0.157	1.2	-4.0	0.907
21	33	9.8	3.3	0.040	13.3	35.8	0.000
21	37	52.3	2.4	0.479	51.4	-1.7	0.526
21	38	5.8	1.7	0.010	5.9	2.9	0.600
21	45	1.9	-0.1	0.104			
9	4	66.5	6.6	0.026	76.6	10.1	0.009
9	6	20.0	3.3	0.012	22.3	2.4	0.054
9	5	4.1	3.7	0.003	5.4	1.3	0.085
9	7	276.3	6.7	0.054	294.2	17.9	0.000
9	8	120.7	2.3	0.219	134.7	14.0	0.000
9	14	207.8	7.9	0.006	223.9	16.1	0.000
9	15	170.9	4.1	0.045	183.8	12.9	0.000
9	17	161.8	-0.5	0.525	148.8	-13.0	0.000
9	9	118.0	-7.6	0.022	96.4	-21.6	0.000
9	16	15.2	-5.7	0.132	8.3	-45.2	0.009
9	11	12.1	0.2	0.512	7.1	-41.8	0.003
9	13	3.4	-0.6	0.578	2.0	-1.4	0.008
9	12	3.6	-0.1	0.875	0.8	-78.9	0.009
9	23	56.0	6.2	0.095	57.6	2.9	0.795
9	24	142.3	15.8	0.000	141.9	-0.3	0.867
9	25	219.7	-12.8	0.000	221.8	1.0	0.867
9	26	9.0	1.2	0.001	9.3	3.6	0.521
9	27	24.7	-0.5	0.684	26.3	6.6	0.447
9	28	42.3	3.1	0.043	43.7	3.1	0.573
9	29	7.5	0.2	0.586	7.9	5.6	0.571
9	30	2.8	0.7	0.003	3.5	25.7	0.140
9	31	0.7	0.3	0.067	1.0	33.1	0.487
9	33	9.8	4.4	0.015	14.4	47.9	0.009
9	37	24.3	-5.6	0.036	23.4	-3.7	0.249
9	38	3.8	0.0	0.967	3.5	-7.9	0.359
9	45	2.1	-0.1	0.013			
4	4	47.7	5.2	0.022	53.0	5.3	0.016
4	6	11.0	1.9	0.024	12.0	0.9	0.072
4	5	0.5	0.5	0.003	1.1	0.6	0.019
4	7	288.0	4.2	0.254	302.6	14.6	0.003
4	8	120.7	5.2	0.010	135.8	15.1	0.000
4	14	199.7	7.3	0.009	212.9	13.2	0.000
4	15	164.5	3.2	0.070	183.3	18.8	0.000
4	17	160.4	-1.6	0.120	148.3	-12.1	0.000
4	9	116.6	-4.4	0.135	100.6	-16.0	0.002
4	16	10.6	-2.4	0.480	4.5	-57.2	0.000
4	11	8.4	1.4	0.393	3.6	-56.8	0.000
4	13	3.9	-0.5	0.709	3.7	-0.2	0.508
4	12	3.4	0.4	0.328	1.9	-45.6	0.399
4	23	57.0	5.2	0.256	56.9	-0.2	0.987
4	24	160.2	16.4	0.000	161.3	0.7	0.574
4	25	204.0	-15.7	0.000	196.7	-3.6	0.576
4	26	10.3	1.4	0.000	10.9	5.7	0.450
4	27	19.4	-2.2	0.070	20.4	5.5	0.474
4	28	41.8	3.0	0.021	45.2	8.2	0.096
4	29	7.6	0.8	0.095	8.8	16.6	0.140
4	30	2.6	0.4	0.225	3.2	21.3	0.408
4	31	0.8	0.4	0.016	1.0	25.8	0.556
4	33	1.4	-0.1	0.679	2.2	57.1	0.016
4	37	28.4	-5.6	0.004	26.5	-6.5	0.065
4	38	2.6	-1.5	0.004	2.4	-6.8	0.398
4	45	2.0	-0.1	0.000			
2	4	52.6	7.9	0.0	59.3	6.7	0.0
2	6	14.7	3.8	0.0	16.3	1.7	0.1
2	5	1.7	1.4	0.0	2.1	0.4	0.4
2	7	265.5	6.8	0.1	283.8	18.3	0.0
2	8	105.8	4.0	0.1	123.1	17.3	0.0
2	14	196.4	7.1	0.0	211.4	15.0	0.0
2	15	159.5	2.9	0.1	183.1	23.6	0.0
2	17	166.9	-0.1	0.9	153.3	-13.6	0.0
2	9	129.8	-6.6	0.0	108.6	-21.2	0.0
2	16	20.0	-6.1	0.1	12.2	-38.7	0.0
2	11	13.4	0.3	0.9	8.7	-35.2	0.0
2	13	6.8	-1.1	0.5	4.0	-2.8	0.0
2	12	7.1	-0.2	0.7	2.2	-68.5	0.0
2	23	57.1	-2.6	0.4	64.9	13.6	0.3
2	24	150.6	10.2	0.0	151.2	0.4	0.8
2	25	210.1	-6.5	0.1	206.7	-1.6	0.8
2	26	10.2	1.3	0.0	10.9	6.4	0.4
2	27	22.5	0.9	0.5	23.6	5.0	0.6
2	28	43.7	1.9	0.2	45.5	4.1	0.4
2	29	7.2	-0.5	0.3	7.7	6.3	0.5
2	30	2.9	-0.1	0.6	3.8	31.9	0.1
2	31	0.8	0.4	0.0	1.1	33.1	0.5
2	33	3.8	2.7	0.0	6.1	61.0	0.0
2	37	18.3	-8.6	0.0	17.3	-5.7	0.1
2	38	1.0	-0.8	0.0	0.9	-9.8	0.3
2	45	2.1	-0.1	0.0			
