9	6	22	182.7	-7.0	0.520	182.0	-0.4	0.953
9	6	32	46.6	-1.9	0.053	45.9	-1.5	0.399
9	6	35	2.1	0.0	0.291	2.2	0.1	0.526
9	6	36	10.9	-1.6	0.638	9.3	-0.3	0.287
9	7	1	7.9	0.6	0.016	9.5	1.6	0.000
9	7	2	4.3	0.7	0.008	5.9	1.6	0.000
9	7	3	12.3	0.6	0.037	13.8	1.5	0.000
9	7	22	146.5	17.5	0.050	144.9	-1.1	0.893
9	7	32	62.9	0.5	0.579	63.5	0.9	0.398
9	7	35	2.5	-0.1	0.015	2.6	0.1	0.525
9	7	36	11.7	-0.3	0.287	9.9	-1.8	0.434
10	1	1	8.0	0.3	0.581	9.3	1.3	0.000
10	1	2	3.7	0.6	0.009	5.0	1.3	0.000
10	1	3	12.5	0.7	0.002	13.8	1.3	0.000
10	1	22	562.8	1.8	0.331	579.7	3.0	0.512
10	1	32	58.3	-0.9	0.072	58.5	0.3	0.728
10	1	35	2.6	-0.2	0.000	2.5	-0.1	0.007
10	1	36	16.9	-0.3	0.001	15.2	-1.7	0.041
10	4	1	-4.3	0.3	0.581	-1.4	1.2	0.010
10	4	2	-7.0	0.4	0.471	-5.1	1.9	0.003
10	4	3	-1.5	0.3	0.459	0.1	1.6	0.003
10	4	22	121.4	-0.8	0.914	141.9	16.8	0.017
10	4	32	76.2	0.3	0.544	76.6	0.3	0.544
10	4	35	3.1	-0.2	0.006	3.1	-0.2	0.006
10	4	36	12.7	-0.5	0.000	9.2	-3.5	0.104
10	5	1	8.4	0.3	0.336	9.3	0.9	0.003
10	5	2	3.7	0.4	0.157	4.6	0.9	0.005
10	5	3	13.5	0.6	0.069	14.3	0.8	0.013
10	5	22	125.9	7.8	0.257	118.2	-6.1	0.375
10	5	32	50.1	-1.8	0.046	50.9	1.6	0.275
10	5	35	2.8	-0.2	0.000	1.8	-1.0	0.000
10	5	36	13.7	-0.3	0.004	13.9	0.2	0.887
10	6	1	20.0	0.4	0.109	21.0	1.0	0.001
10	6	2	14.3	0.6	0.009	15.2	0.9	0.000
10	6	3	26.1	1.0	0.004	27.2	1.1	0.009
10	6	22	173.9	-5.4	0.622	178.7	2.8	0.731
10	6	32	45.0	-1.9	0.073	44.2	-1.7	0.393
10	6	35	2.1	-0.1	0.001	2.2	0.1	0.625
10	6	36	12.4	-2.0	0.112	10.4	-0.4	0.174
10	7	1	7.7	0.5	0.037	9.3	1.6	0.000
10	7	2	3.8	0.7	0.008	5.4	1.6	0.000
10	7	3	12.1	0.8	0.010	13.7	1.6	0.000
10	7	22	141.0	13.0	0.176	140.7	-0.3	0.975
10	7	32	61.9	0.2	0.848	62.3	0.7	0.534
10	7	35	2.5	-0.2	0.000	2.6	0.1	0.439
10	7	36	11.6	-0.4	0.174	10.5	-1.1	0.606
11	1	1	7.8	0.3	0.498	8.8	1.0	0.000
11	1	2	4.0	0.5	0.006	5.1	1.1	0.000
11	1	3	12.2	0.5	0.008	13.2	1.0	0.000
11	1	22	641.5	2.3	0.260	654.1	2.0	0.668
11	1	32	61.7	-0.7	0.133	62.0	0.5	0.486
11	1	35	2.7	-0.1	0.001	2.6	-0.1	0.012
11	1	36	18.4	-0.4	0.004	16.2	-2.2	0.053
11	4	1	-2.6	0.3	0.498	-1.4	1.2	0.010
11	4	2	-5.2	0.4	0.408	-3.8	1.4	0.008
11	4	3	0.1	0.3	0.562	1.2	1.1	0.012
11	4	22	103.8	-2.2	0.634	114.1	9.9	0.106
11	4	32	74.1	0.2	0.790	74.2	0.2	0.790
11	4	35	3.2	-0.3	0.003	3.2	-0.3	0.003
11	4	36	13.7	-0.4	0.006	9.8	-3.9	0.172
11	5	1	8.1	0.5	0.050	8.8	0.7	0.005
11	5	2	3.8	0.4	0.094	4.5	0.7	0.004
11	5	3	13.0	0.6	0.071	13.6	0.6	0.017
11	5	22	150.2	5.6	0.534	148.8	-0.9	0.882
11	5	32	53.8	-1.2	0.114	53.6	-0.2	0.821
11	5	35	2.8	-0.1	0.045	2.9	0.1	0.444
11	5	36	15.1	-0.3	0.033	14.4	-0.7	0.666
11	6	1	17.9	0.8	0.000	18.8	0.9	0.000
11	6	2	13.0	0.7	0.000	14.0	1.0	0.000
11	6	3	23.4	0.9	0.000	24.3	0.9	0.005
11	6	22	250.1	0.3	0.980	253.0	1.1	0.858
11	6	32	53.6	-1.2	0.099	53.8	0.3	0.817
11	6	35	2.2	0.0	0.236	2.2	0.0	0.751
11	6	36	12.8	-2.7	0.124	10.1	-0.2	0.083
11	7	1	7.9	0.4	0.080	9.2	1.3	0.000
11	7	2	4.4	0.3	0.086	5.7	1.3	0.000
11	7	3	12.2	0.4	0.126	13.5	1.3	0.000
11	7	22	137.2	15.1	0.141	136.3	-0.6	0.933
11	7	32	65.3	-0.3	0.638	66.3	1.4	0.058
11	7	35	2.7	-0.1	0.024	2.7	0.0	0.748
11	7	36	11.7	-0.2	0.083	10.1	-1.6	0.511
12	1	1	8.3	0.4	0.411	9.5	1.2	0.000
12	1	2	4.1	0.5	0.012	5.3	1.2	0.000
12	1	3	12.9	0.6	0.004	14.1	1.2	0.000
12	1	22	567.7	0.6	0.774	568.1	0.1	0.988
12	1	32	59.2	-1.2	0.006	59.3	0.0	0.952
12	1	35	2.4	-0.3	0.000	2.4	0.0	0.170
12	1	36	18.8	-0.5	0.000	17.9	-0.9	0.367
12	4	1	-3.1	0.4	0.411	-1.4	1.2	0.010
12	4	2	-5.9	0.6	0.326	-4.4	1.5	0.004
12	4	3	-0.2	0.3	0.482	1.1	1.3	0.004
12	4	22	104.7	0.7	0.932	118.4	13.0	0.060
12	4	32	74.4	0.5	0.320	74.9	0.5	0.320
12	4	35	2.7	-0.4	0.000	2.7	-0.4	0.000
12	4	36	12.9	-0.5	0.000	11.9	-1.0	0.659
12	5	1	8.7	0.6	0.044	9.6	0.9	0.000
12	5	2	3.8	0.3	0.263	4.6	0.8	0.001
12	5	3	13.8	0.6	0.071	14.7	0.9	0.001
12	5	22	121.9	1.5	0.831	121.2	-0.5	0.942
12	5	32	51.1	-2.5	0.006	51.2	0.2	0.863
12	5	35	2.5	-0.2	0.001	2.6	0.1	0.365
12	5	36	14.7	-0.4	0.000	15.1	0.4	0.782
12	6	1	19.6	0.9	0.000	20.6	1.0	0.000
12	6	2	14.0	0.6	0.002	14.9	0.9	0.000
12	6	3	25.5	1.0	0.000	26.6	1.1	0.003
12	6	22	202.3	-15.2	0.169	193.4	-4.4	0.512
12	6	32	48.4	-2.5	0.003	47.6	-1.6	0.321
12	6	35	2.0	-0.2	0.001	2.1	0.1	0.415
12	6	36	12.3	-1.0	0.000	11.3	-0.5	0.526
12	7	1	8.2	0.6	0.018	9.7	1.5	0.000
