3	14	21	51	5.2	0.6	0.097	-1.4	1.2	0.010
3	14	21	52	77.6	1.5	0.789	80.3	3.4	0.685
3	14	21	54	91.9	-1.3	0.471	52.2	-43.2	0.084
3	14	21	55	95.4	-0.6	0.606	94.0	-1.5	0.711
3	14	21	56	26.3	-0.6	0.300	10.5	-0.6	0.300
3	14	22	51	14.9	0.2	0.602	15.7	0.8	0.023
3	14	22	52	56.8	-4.4	0.384	53.6	-5.6	0.560
3	14	22	54	89.5	-2.3	0.281	157.2	75.6	0.001
3	14	22	55	86.0	-1.3	0.569	85.2	-0.9	0.691
3	14	22	56	20.9	-0.7	0.433	20.2	-3.2	0.766
3	14	23	51	17.8	0.6	0.029	18.8	1.0	0.001
3	14	23	52	90.6	-9.3	0.243	97.0	7.1	0.418
3	14	23	54	97.5	-0.5	0.538	188.0	92.9	0.000
3	14	23	55	97.7	-1.3	0.013	97.7	0.0	0.971
3	14	23	56	20.9	-0.4	0.089	30.6	46.0	0.003
3	14	24	51	19.7	1.2	0.000	20.4	0.7	0.052
3	14	24	52	89.2	0.8	0.936	87.7	-1.7	0.888
3	14	24	54	94.9	-3.8	0.008	110.7	16.7	0.090
3	14	24	55	85.0	-0.1	0.957	85.5	0.5	0.851
3	14	24	56	9.7	-0.4	0.122	10.4	7.1	0.327
3	3	20	51	-2.3	0.3	0.537	-1.0	1.3	0.010
3	3	20	52	108.5	6.3	0.282	120.5	11.0	0.064
3	3	20	54	93.0	-1.6	0.484	90.3	-2.8	0.710
3	3	20	55	99.0	-0.3	0.458	95.8	-3.2	0.043
3	3	20	56	8.3	0.1	0.564	7.6	-8.4	0.314
3	3	21	51	5.1	0.5	0.112	-1.4	1.2	0.010
3	3	21	52	78.5	12.4	0.027	83.9	6.9	0.366
3	3	21	54	93.5	-1.6	0.288	36.0	-61.5	0.016
3	3	21	55	95.4	-2.3	0.032	94.3	-1.1	0.799
3	3	21	56	26.8	-1.1	0.041	14.2	-1.1	0.041
3	3	22	51	14.2	0.0	0.953	14.9	0.6	0.066
3	3	22	52	62.5	4.5	0.325	63.1	1.0	0.916
3	3	22	54	93.5	-0.7	0.452	91.3	-2.4	0.821
3	3	22	55	88.9	1.4	0.437	87.9	-1.1	0.540
3	3	22	56	22.4	0.2	0.698	22.0	-1.8	0.860
3	3	23	51	17.0	0.6	0.028	18.0	1.0	0.001
3	3	23	52	79.2	-3.0	0.640	86.2	8.8	0.280
3	3	23	54	97.3	1.0	0.141	141.4	45.4	0.004
3	3	23	55	98.0	-0.1	0.923	97.0	-1.0	0.086
3	3	23	56	21.0	0.2	0.253	40.0	90.8	0.001
3	3	24	51	19.0	1.0	0.002	19.3	0.4	0.215
3	3	24	52	93.0	14.1	0.086	118.1	26.9	0.024
3	3	24	54	96.4	-1.4	0.132	102.9	6.8	0.315
3	3	24	55	84.2	-3.3	0.075	78.7	-6.6	0.021
3	3	24	56	9.7	-0.5	0.012	10.6	9.4	0.343
3	17	20	51	-2.3	0.3	0.535	-0.7	1.6	0.001
3	17	20	52	113.2	5.1	0.547	131.3	15.9	0.031
3	17	20	54	92.6	-1.7	0.435	78.7	-15.0	0.116
3	17	20	55	98.1	-1.0	0.186	95.1	-3.0	0.021
3	17	20	56	8.2	0.1	0.747	6.8	-17.3	0.073
3	17	21	51	5.1	0.8	0.097	-1.4	1.2	0.010
3	17	21	52	74.7	2.5	0.708	83.2	11.4	0.202
3	17	21	54	87.8	-1.9	0.427	20.9	-76.2	0.021
3	17	21	55	97.2	-0.8	0.180	97.2	0.0	0.997
3	17	21	56	25.6	-0.7	0.306	6.5	-0.7	0.306
3	17	22	51	14.2	0.1	0.828	15.1	0.8	0.014
3	17	22	52	46.5	7.0	0.119	37.9	-18.4	0.144
3	17	22	54	81.3	-1.6	0.625	65.4	-19.5	0.086
3	17	22	55	81.4	2.7	0.202	77.1	-5.3	0.170
3	17	22	56	18.1	0.5	0.654	13.0	-28.1	0.019
3	17	23	51	17.0	0.5	0.196	18.1	1.1	0.001
3	17	23	52	67.8	1.2	0.821	66.1	-2.5	0.813
3	17	23	54	90.1	-3.4	0.198	76.0	-15.7	0.067
3	17	23	55	97.4	0.7	0.334	96.9	-0.5	0.740
3	17	23	56	19.4	-0.6	0.355	16.5	-15.0	0.090
3	17	24	51	19.0	0.9	0.012	19.9	0.9	0.017
3	17	24	52	52.1	-1.4	0.817	62.4	19.8	0.296
3	17	24	54	81.6	-8.4	0.020	59.2	-27.5	0.013
3	17	24	55	93.1	0.3	0.776	91.6	-1.6	0.327
3	17	24	56	9.1	-0.9	0.023	6.5	-29.1	0.008
3	18	20	51	-3.6	0.3	0.536	-1.7	1.8	0.001
3	18	20	52	138.0	7.7	0.445	159.5	15.6	0.063
3	18	20	54	90.8	-1.5	0.501	90.3	-0.5	0.953
3	18	20	55	96.3	-1.8	0.164	93.2	-3.2	0.075
3	18	20	56	7.9	0.0	0.888	7.7	-2.2	0.809
3	18	21	51	5.3	0.7	0.087	-1.4	1.2	0.010
3	18	21	52	82.9	6.7	0.295	95.7	15.5	0.096
3	18	21	54	91.2	-1.3	0.492	34.8	-61.8	0.028
3	18	21	55	96.4	-1.5	0.039	96.2	-0.2	0.923
3	18	21	56	26.4	-0.8	0.193	10.3	-0.8	0.193
3	18	22	51	15.5	0.2	0.685	16.4	0.8	0.022
3	18	22	52	46.5	1.6	0.774	40.3	-13.5	0.254
3	18	22	54	84.6	-1.8	0.502	85.3	0.9	0.925
3	18	22	55	79.6	0.0	0.999	77.0	-3.3	0.427
3	18	22	56	18.4	-0.2	0.858	14.0	-24.0	0.044
3	18	23	51	19.6	0.5	0.172	20.7	1.1	0.004
3	18	23	52	65.4	-4.1	0.557	68.1	4.0	0.729
3	18	23	54	90.1	-3.8	0.147	83.2	-7.7	0.434
3	18	23	55	96.0	-0.9	0.363	94.4	-1.7	0.223
3	18	23	56	19.1	-0.9	0.168	17.7	-7.6	0.449
3	18	24	51	21.9	1.0	0.017	22.9	0.9	0.037
3	18	24	52	55.8	-2.2	0.772	60.9	9.0	0.659
3	18	24	54	80.6	-9.2	0.019	57.7	-28.4	0.021
3	18	24	55	92.2	0.4	0.797	91.6	-0.6	0.754
3	18	24	56	8.9	-1.0	0.018	6.4	-28.2	0.021
3	5	20	51	-3.0	0.4	0.409	-1.6	1.4	0.007
3	5	20	52	107.5	1.4	0.775	118.4	10.2	0.107
3	5	20	54	91.7	-2.5	0.350	93.2	1.6	0.857
3	5	20	55	99.2	0.0	0.761	96.5	-2.7	0.109
3	5	20	56	8.2	0.2	0.351	8.2	-0.4	0.964
3	5	21	51	4.8	0.6	0.073	-1.4	1.2	0.010
3	5	21	52	79.8	3.5	0.617	82.4	3.3	0.713
3	5	21	54	94.1	-1.0	0.451	48.0	-49.0	0.036
3	5	21	55	95.3	-1.3	0.344	99.5	4.4	0.314
3	5	21	56	26.9	-0.7	0.233	15.0	-0.7	0.233
3	5	22	51	14.5	0.0	0.926	15.1	0.6	0.089
3	5	22	52	58.6	6.8	0.176	52.7	-10.1	0.317
3	5	22	54	91.7	-1.1	0.463	85.6	-6.7	0.526
3	5	22	55	86.9	2.5	0.200	86.3	-0.8	0.715
3	5	22	56	21.5	0.4	0.539	20.8	-3.4	0.750
3	5	23	51	17.3	0.5	0.073	18.3	1.0	0.000
3	5	23	52	86.0	-13.3	0.091	93.4	8.6	0.355
3	5	23	54	97.2	0.2	0.780	163.3	68.1	0.001
3	5	23	55	97.5	-0.9	0.137	96.6	-0.9	0.220
3	5	23	56	20.9	-0.2	0.442	34.8	66.9	0.001
3	5	24	51	19.1	1.1	0.001	19.6	0.5	0.133
3	5	24	52	94.8	-5.9	0.557	96.1	1.3	0.902
3	5	24	54	95.9	-1.9	0.149	109.9	14.6	0.084
3	5	24	55	83.8	1.4	0.560	83.6	-0.2	0.934
3	5	24	56	9.6	-0.1	0.831	10.9	13.3	0.146
3	19	20	51	-1.1	0.6	0.166	-0.2	0.9	0.020
3	19	20	52	200.1	7.8	0.461	223.9	11.9	0.054
3	19	20	54	94.7	-0.4	0.762	81.9	-13.6	0.061
3	19	20	55	88.2	-1.1	0.561	80.8	-8.4	0.070
3	19	20	56	7.5	-0.1	0.797	6.1	-18.5	0.040
3	19	21	51	7.5	0.3	0.318	-1.4	1.2	0.010
3	19	21	52	113.8	3.4	0.710	117.9	3.7	0.620
3	19	21	54	76.7	-4.0	0.159	40.2	-47.7	0.209
3	19	21	55	80.7	-2.7	0.489	80.8	0.2	0.979
3	19	21	56	18.6	-1.8	0.115	10.5	-1.8	0.115
3	19	22	51	15.7	0.3	0.349	16.6	0.9	0.005
3	19	22	52	83.3	-0.9	0.908	87.4	4.9	0.630
3	19	22	54	84.3	-2.8	0.328	74.4	-11.8	0.259
3	19	22	55	93.0	-1.1	0.440	90.3	-3.0	0.087
3	19	22	56	21.2	-0.9	0.282	20.9	-1.8	0.845
3	19	23	51	18.4	0.7	0.002	19.5	1.1	0.003
3	19	23	52	86.4	-0.1	0.990	88.9	2.9	0.754
3	19	23	54	97.3	-1.1	0.122	143.4	47.4	0.016
3	19	23	55	97.9	-0.6	0.333	97.7	-0.2	0.769
3	19	23	56	21.0	-0.4	0.089	30.8	47.1	0.016
3	19	24	51	20.4	0.8	0.007	21.1	0.7	0.048
3	19	24	52	91.5	7.2	0.471	99.6	9.0	0.421
3	19	24	54	92.7	-3.6	0.029	107.2	15.6	0.048
3	19	24	55	84.5	-1.8	0.431	82.7	-2.1	0.422
3	19	24	56	9.3	-0.6	0.006	10.6	13.7	0.106
3	22	20	51	-2.0	0.2	0.608	-0.4	1.6	0.000
3	22	20	52	121.3	5.6	0.550	138.3	14.0	0.090
3	22	20	54	95.4	-1.0	0.456	64.7	-32.2	0.003
3	22	20	55	97.5	-0.9	0.295	95.3	-2.2	0.061
3	22	20	56	8.4	0.0	0.954	5.5	-33.8	0.002
3	22	21	51	6.1	0.7	0.102	-1.4	1.2	0.010
3	22	21	52	76.3	0.1	0.988	89.2	16.9	0.073
3	22	21	54	86.8	-2.3	0.315	20.2	-76.8	0.029
3	22	21	55	96.7	-0.7	0.380	96.1	-0.7	0.453
3	22	21	56	25.2	-0.8	0.255	5.8	-0.8	0.255
3	22	22	51	16.0	0.2	0.514	16.8	0.8	0.011
3	22	22	52	42.9	5.8	0.261	37.1	-13.4	0.258
3	22	22	54	81.3	-2.2	0.436	56.8	-30.2	0.004
3	22	22	55	77.5	1.0	0.770	73.2	-5.5	0.190
3	22	22	56	17.4	0.0	0.992	11.9	-31.4	0.006
3	22	23	51	20.3	0.5	0.100	21.3	1.0	0.002
3	22	23	52	59.3	-3.5	0.616	64.0	8.0	0.581
3	22	23	54	87.1	-4.7	0.094	74.2	-14.9	0.098
3	22	23	55	94.7	0.0	1.000	93.7	-1.1	0.647
3	22	23	56	18.2	-1.0	0.196	15.7	-14.0	0.146
3	22	24	51	22.7	0.8	0.017	23.5	0.9	0.027
3	22	24	52	51.6	-6.8	0.351	60.4	17.0	0.450
3	22	24	54	74.6	-8.8	0.019	49.4	-33.7	0.013
3	22	24	55	93.0	1.4	0.351	92.4	-0.6	0.614
3	22	24	56	8.3	-0.9	0.032	5.5	-34.0	0.012
3	15	20	51	-2.9	0.3	0.508	-1.8	1.1	0.013
3	15	20	52	130.4	8.6	0.181	144.2	10.5	0.081
3	15	20	54	92.9	-1.5	0.432	94.1	1.3	0.864
3	15	20	55	97.9	-0.8	0.122	92.9	-5.1	0.127
3	15	20	56	8.2	0.1	0.725	8.0	-2.7	0.735
3	15	21	51	3.9	0.4	0.213	-1.4	1.2	0.010
3	15	21	52	126.1	17.3	0.050	121.2	-3.9	0.536
3	15	21	54	96.6	0.9	0.277	63.6	-34.2	0.028
3	15	21	55	0.0	0.0	0.000	0.0	18.1	0.080
3	15	21	56	0.0	0.0	0.000	0.0	0.0	0.000
3	15	22	51	12.3	0.3	0.342	13.1	0.9	0.009
3	15	22	52	106.4	0.8	0.926	111.7	5.0	0.614
3	15	22	54	96.7	0.6	0.594	77.4	-20.0	0.068
3	15	22	55	96.0	0.4	0.612	94.1	-2.0	0.291
3	15	22	56	25.1	0.1	0.826	43.5	73.3	0.002
3	15	23	51	15.1	0.6	0.003	16.1	1.0	0.003
3	15	23	52	130.4	7.4	0.491	137.3	5.3	0.524
3	15	23	54	91.1	3.3	0.004	242.3	165.9	0.002
3	15	23	55	95.6	-1.8	0.248	94.1	-1.5	0.161
3	15	23	56	19.2	0.3	0.459	50.8	164.9	0.002
3	15	24	51	17.0	0.9	0.001	17.7	0.6	0.078
3	15	24	52	136.6	21.6	0.142	138.1	1.1	0.927
3	15	24	54	94.8	3.3	0.001	126.7	33.5	0.056
3	15	24	55	73.8	-5.5	0.131	73.5	-0.4	0.924
3	15	24	56	8.4	-0.3	0.433	11.3	34.2	0.085
3	6	20	51	-3.2	0.4	0.418	-1.8	1.4	0.006
3	6	20	52	105.5	3.0	0.612	118.8	12.6	0.058
3	6	20	54	91.3	-2.6	0.354	91.0	-0.3	0.974
3	6	20	55	99.0	-0.5	0.087	96.1	-2.9	0.075
3	6	20	56	8.1	0.2	0.452	7.9	-2.9	0.750
3	6	21	51	5.1	0.7	0.070	-1.4	1.2	0.010
3	6	21	52	76.2	0.3	0.957	82.3	8.1	0.400
3	6	21	54	92.3	-1.5	0.408	38.2	-58.6	0.017
3	6	21	55	96.5	-0.8	0.281	92.0	-4.6	0.361
3	6	21	56	26.7	-0.7	0.240	11.4	-0.7	0.240
3	6	22	51	15.2	0.0	0.933	15.8	0.6	0.069
3	6	22	52	54.5	3.0	0.546	52.1	-4.4	0.669
3	6	22	54	87.1	-1.3	0.553	89.3	2.5	0.803
3	6	22	55	84.7	2.6	0.313	85.5	0.9	0.669
3	6	22	56	20.0	0.4	0.677	19.1	-4.7	0.671
3	6	23	51	18.2	0.5	0.118	19.2	1.0	0.001
3	6	23	52	82.4	-11.8	0.077	85.9	4.2	0.590
3	6	23	54	95.9	-1.5	0.290	118.3	23.4	0.049
3	6	23	55	97.8	-1.8	0.018	97.4	-0.4	0.320
3	6	23	56	20.6	-0.7	0.043	25.4	23.2	0.050
3	6	24	51	20.1	1.1	0.001	20.8	0.6	0.067
3	6	24	52	77.4	-0.9	0.888	71.8	-7.2	0.473
3	6	24	54	93.1	-5.4	0.016	94.9	2.0	0.712
3	6	24	55	87.9	0.2	0.903	89.6	2.0	0.422
3	6	24	56	9.8	-0.6	0.030	10.2	3.7	0.543
3	16	20	51	-3.0	0.4	0.403	-1.6	1.4	0.002
3	16	20	52	98.9	4.6	0.573	112.7	13.9	0.063
3	16	20	54	92.3	-2.0	0.417	85.0	-7.8	0.349
3	16	20	55	98.2	-1.3	0.046	95.4	-2.8	0.067
3	16	20	56	8.1	0.1	0.733	7.3	-10.5	0.215
3	16	21	51	5.4	0.7	0.090	-1.4	1.2	0.010
3	16	21	52	67.4	0.0	0.994	65.4	-2.9	0.697
3	16	21	54	89.9	-1.6	0.432	22.0	-75.5	0.016
3	16	21	55	97.0	-0.7	0.439	99.6	2.6	0.325
3	16	21	56	26.2	-0.6	0.335	6.8	-0.6	0.335
3	16	22	51	15.5	0.1	0.734	16.4	0.8	0.015
3	16	22	52	48.3	3.3	0.432	41.0	-15.2	0.150
3	16	22	54	84.9	-2.1	0.441	63.5	-25.2	0.024
3	16	22	55	82.4	2.2	0.365	79.8	-3.1	0.301
3	16	22	56	19.1	0.3	0.795	15.2	-20.3	0.076
3	16	23	51	18.9	0.6	0.078	20.1	1.2	0.000
3	16	23	52	77.9	-8.0	0.165	74.6	-4.2	0.658
3	16	23	54	94.1	-2.7	0.121	88.8	-5.7	0.488
3	16	23	55	98.2	-0.5	0.278	97.8	-0.4	0.620
3	16	23	56	20.3	-0.7	0.083	19.1	-5.9	0.471
3	16	24	51	21.1	1.0	0.002	22.0	0.9	0.014
3	16	24	52	66.8	4.2	0.612	63.1	-5.5	0.621
3	16	24	54	87.9	-7.0	0.012	72.6	-17.4	0.019
3	16	24	55	89.9	-1.0	0.566	90.7	0.9	0.522
3	16	24	56	9.5	-0.9	0.008	7.9	-16.5	0.029
3	13	20	51	-4.2	0.1	0.772	-2.3	1.9	0.001
3	13	20	52	125.5	0.1	0.987	146.9	17.0	0.045
3	13	20	54	87.2	-1.1	0.700	107.4	23.2	0.093
3	13	20	55	97.8	-0.6	0.396	94.2	-3.7	0.084
3	13	20	56	7.7	0.1	0.845	9.3	20.9	0.139
3	13	21	51	5.0	0.7	0.170	-1.4	1.2	0.010
3	13	21	52	68.7	3.4	0.515	74.5	8.5	0.398
3	13	21	54	90.9	0.1	0.955	41.6	-54.2	0.018
3	13	21	55	97.2	-0.3	0.733	99.7	2.6	0.397
3	13	21	56	26.5	0.0	0.963	12.9	0.0	0.963
3	13	22	51	15.5	0.1	0.878	16.2	0.8	0.035
3	13	22	52	51.5	-1.2	0.843	42.6	-17.3	0.115
3	13	22	54	85.0	-1.0	0.708	85.2	0.3	0.978
3	13	22	55	82.3	-1.3	0.612	80.0	-2.8	0.362
3	13	22	56	19.1	-0.3	0.777	15.3	-19.5	0.115
3	13	23	51	19.6	0.4	0.317	20.7	1.1	0.003
3	13	23	52	63.2	-2.3	0.706	68.9	8.9	0.489
3	13	23	54	90.2	-2.8	0.283	82.8	-8.2	0.421
3	13	23	55	95.8	-0.7	0.602	93.7	-2.2	0.011
3	13	23	56	19.1	-0.7	0.312	17.3	-9.6	0.347
3	13	24	51	21.7	0.8	0.034	22.6	0.9	0.029
3	13	24	52	59.6	1.4	0.837	57.8	-3.1	0.863
3	13	24	54	83.0	-7.8	0.035	63.0	-24.0	0.019
3	13	24	55	91.5	-0.3	0.841	92.0	0.6	0.834
3	13	24	56	9.1	-0.9	0.022	6.9	-23.6	0.023
3	7	20	51	-1.9	0.4	0.425	-0.8	1.1	0.011
3	7	20	52	117.6	8.8	0.101	131.3	11.6	0.052
3	7	20	54	93.8	-1.3	0.457	81.8	-12.8	0.123
3	7	20	55	98.9	-0.5	0.042	96.0	-2.9	0.066
3	7	20	56	8.3	0.1	0.630	7.1	-14.4	0.094
3	7	21	51	5.4	0.5	0.173	-1.4	1.2	0.010
3	7	21	52	89.2	15.4	0.018	89.0	-0.2	0.980
3	7	21	54	92.2	-1.7	0.300	50.3	-45.5	0.144
3	7	21	55	89.7	-5.8	0.002	88.8	-1.0	0.851
3	7	21	56	24.8	-2.1	0.003	13.8	-2.1	0.003
3	7	22	51	14.1	0.2	0.521	14.8	0.7	0.033
3	7	22	52	81.1	6.2	0.349	85.8	5.7	0.557
3	7	22	54	94.1	-1.1	0.531	94.8	0.8	0.941
3	7	22	55	93.2	0.4	0.741	92.0	-1.3	0.470
3	7	22	56	23.7	-0.2	0.789	23.9	0.7	0.948
3	7	23	51	16.8	0.6	0.009	17.8	1.0	0.002
3	7	23	52	87.3	2.1	0.759	92.2	5.6	0.498
3	7	23	54	97.3	1.4	0.032	170.3	75.0	0.003
3	7	23	55	98.3	-0.1	0.769	97.8	-0.6	0.387
3	7	23	56	21.1	0.3	0.095	36.7	74.4	0.003
3	7	24	51	18.7	0.9	0.001	19.2	0.5	0.129
3	7	24	52	97.3	13.4	0.141	107.1	10.1	0.328
3	7	24	54	97.2	0.0	0.940	116.5	19.8	0.041
3	7	24	55	83.2	-3.1	0.132	80.9	-2.7	0.328
3	7	24	56	9.7	-0.4	0.141	11.3	16.6	0.096
3	23	20	51	-1.5	0.3	0.465	-0.2	1.3	0.001
3	23	20	52	94.9	5.1	0.541	109.7	15.6	0.076
3	23	20	54	94.8	-0.8	0.633	61.1	-35.6	0.001
3	23	20	55	97.8	-1.1	0.061	96.1	-1.7	0.152
3	23	20	56	8.3	0.0	0.841	5.3	-36.3	0.001
3	23	21	51	6.5	0.7	0.064	-1.4	1.2	0.010
3	23	21	52	59.4	-1.9	0.712	58.9	-0.9	0.905
3	23	21	54	84.0	-3.8	0.136	16.1	-80.9	0.024
3	23	21	55	97.2	0.0	0.982	96.5	-0.7	0.576
3	23	21	56	24.5	-1.1	0.149	4.7	-1.1	0.149
3	23	22	51	16.2	0.2	0.545	17.1	0.9	0.005
3	23	22	52	44.0	4.1	0.443	41.8	-5.1	0.663
3	23	22	54	79.5	-2.4	0.405	55.5	-30.2	0.003
3	23	22	55	78.2	1.9	0.548	76.2	-2.5	0.503
3	23	22	56	17.1	0.1	0.951	11.9	-30.3	0.010
3	23	23	51	20.1	0.6	0.058	21.3	1.2	0.000
3	23	23	52	61.1	3.5	0.489	65.0	6.4	0.644
3	23	23	54	88.5	-4.7	0.067	67.8	-23.3	0.004
3	23	23	55	96.8	0.4	0.626	96.2	-0.6	0.734
3	23	23	56	18.9	-1.0	0.113	14.5	-22.9	0.006
3	23	24	51	22.5	1.0	0.003	23.5	1.0	0.007
3	23	24	52	56.1	-1.6	0.799	54.3	-3.2	0.834
3	23	24	54	75.7	-10.1	0.005	50.3	-33.7	0.003
3	23	24	55	92.3	0.3	0.816	92.7	0.4	0.763
3	23	24	56	8.4	-1.1	0.004	5.5	-33.6	0.003
3	21	20	51	-0.6	0.4	0.397	0.5	1.2	0.002
3	21	20	52	95.7	4.7	0.580	107.4	12.2	0.176
3	21	20	54	94.3	0.3	0.835	55.3	-41.4	0.001
3	21	20	55	97.7	-0.8	0.218	96.7	-1.1	0.240
3	21	20	56	8.3	-0.1	0.467	4.8	-41.7	0.001
3	21	21	51	6.9	0.7	0.064	-1.4	1.2	0.010
3	21	21	52	62.2	-0.2	0.976	59.6	-4.3	0.526
3	21	21	54	81.2	-4.8	0.095	20.2	-75.1	0.089
3	21	21	55	97.2	0.8	0.265	97.6	0.4	0.646
3	21	21	56	23.6	-1.2	0.151	5.8	-1.2	0.151
3	21	22	51	16.2	0.3	0.307	17.2	0.9	0.001
3	21	22	52	40.2	4.1	0.378	37.6	-6.5	0.568
3	21	22	54	79.9	-2.6	0.296	58.7	-26.6	0.011
3	21	22	55	77.0	1.5	0.587	75.1	-2.4	0.526
3	21	22	56	16.8	-0.2	0.849	9.8	-41.6	0.001
3	21	23	51	20.2	0.6	0.016	21.3	1.1	0.000
3	21	23	52	59.7	-6.9	0.102	55.9	-6.4	0.617
3	21	23	54	89.1	-4.9	0.019	58.5	-34.4	0.000
3	21	23	55	97.0	-0.7	0.243	95.9	-1.2	0.489
3	21	23	56	19.0	-1.2	0.020	12.6	-33.6	0.001
3	21	24	51	22.5	1.1	0.001	23.6	1.1	0.003
3	21	24	52	51.6	-1.1	0.837	48.3	-6.5	0.649
3	21	24	54	76.4	-10.5	0.001	45.3	-40.7	0.001
3	21	24	55	93.3	0.0	0.977	93.9	0.6	0.494
3	21	24	56	8.5	-1.2	0.001	5.1	-40.6	0.001
3	9	20	51	-3.7	0.4	0.409	-2.1	1.6	0.003
3	9	20	52	118.9	-2.6	0.739	137.0	15.3	0.024
3	9	20	54	89.6	-2.5	0.380	89.5	-0.1	0.992
3	9	20	55	98.1	-0.2	0.710	94.7	-3.5	0.022
3	9	20	56	7.9	0.2	0.411	7.7	-2.9	0.763
3	9	21	51	5.2	0.7	0.101	-1.4	1.2	0.010
3	9	21	52	78.2	-1.5	0.822	79.8	2.1	0.807
3	9	21	54	90.8	-1.4	0.502	27.6	-69.6	0.010
3	9	21	55	96.8	-1.2	0.156	97.1	0.3	0.918
3	9	21	56	26.4	-0.7	0.282	8.6	-0.7	0.282
3	9	22	51	15.5	0.0	0.965	16.3	0.7	0.040
3	9	22	52	49.0	6.9	0.131	44.5	-9.1	0.441
3	9	22	54	84.2	-1.3	0.654	76.2	-9.5	0.402
3	9	22	55	82.6	3.7	0.104	82.1	-0.5	0.849
3	9	22	56	18.9	0.8	0.463	16.9	-10.7	0.347
3	9	23	51	18.9	0.5	0.187	20.0	1.0	0.001
3	9	23	52	70.5	-4.3	0.505	72.9	3.5	0.694
3	9	23	54	93.1	-2.2	0.271	99.2	6.5	0.488
3	9	23	55	97.2	-1.2	0.094	97.4	0.2	0.641
3	9	23	56	19.9	-0.7	0.123	21.3	7.0	0.453
3	9	24	51	20.9	1.0	0.005	21.7	0.8	0.032
3	9	24	52	64.7	5.0	0.506	63.4	-1.9	0.868
